Year,City,Sport,Discipline,NOC,Event,Gender,Medal
1994,Lillehammer,Skiing,Alpine Skiing,CAN,downhill,M,Bronze
1994,Lillehammer,Skiing,Freestyle Ski.,CAN,aerials,M,Bronze
1994,Lillehammer,Skiing,Freestyle Ski.,CAN,aerials,M,Silver
1994,Lillehammer,Skiing,Freestyle Ski.,CAN,moguls,M,Gold
1994,Lillehammer,Skating,Figure skating,CHN,individual,W,Bronze
1994,Lillehammer,Skating,Short Track S.,CHN,500m,W,Silver
1994,Lillehammer,Skating,Speed skating,CHN,1000m,W,Bronze
1994,Lillehammer,Ice Hockey,Ice Hockey,FIN,ice hockey,M,Bronze
1994,Lillehammer,Skiing,Cross Country S,FIN,30km,W,Bronze
1994,Lillehammer,Skiing,Cross Country S,FIN,30km mass start,M,Bronze
1994,Lillehammer,Skiing,Cross Country S,FIN,4x10km relay,M,Bronze
1994,Lillehammer,Skiing,Cross Country S,FIN,50km,M,Silver
1994,Lillehammer,Skiing,Cross Country S,FIN,5km,W,Bronze
1994,Lillehammer,Biathlon,Biathlon,FRA,15km,W,Silver
1994,Lillehammer,Biathlon,Biathlon,FRA,4x7.5km relay,M,Bronze
1994,Lillehammer,Biathlon,Biathlon,FRA,4x7.5km relay,W,Bronze
1994,Lillehammer,Skating,Figure skating,FRA,individual,M,Bronze
1994,Lillehammer,Skiing,Freestyle Ski.,FRA,moguls,M,Bronze
1994,Lillehammer,Skating,Figure skating,GBR,ice dancing,X,Bronze
1994,Lillehammer,Skating,Short Track S.,GBR,500m,M,Bronze
1994,Lillehammer,Biathlon,Biathlon,GER,10km,M,Silver
1994,Lillehammer,Biathlon,Biathlon,GER,15km,W,Bronze
1994,Lillehammer,Biathlon,Biathlon,GER,20km,M,Bronze
1994,Lillehammer,Biathlon,Biathlon,GER,20km,M,Silver
1994,Lillehammer,Biathlon,Biathlon,GER,4x7.5km relay,M,Gold
1994,Lillehammer,Biathlon,Biathlon,GER,4x7.5km relay,W,Silver
1994,Lillehammer,Bobsleigh,Bobsleigh,GER,four-man,M,Bronze
1994,Lillehammer,Bobsleigh,Bobsleigh,GER,four-man,M,Gold
1994,Lillehammer,Luge,Luge,GER,doubles,X,Bronze
1994,Lillehammer,Luge,Luge,GER,singles,M,Gold
1994,Lillehammer,Luge,Luge,GER,singles,W,Silver
1994,Lillehammer,Skating,Speed skating,GER,1000m,W,Silver
1994,Lillehammer,Skating,Speed skating,GER,1500m,W,Bronze
1994,Lillehammer,Skating,Speed skating,GER,3000m,W,Bronze
1994,Lillehammer,Skating,Speed skating,GER,5000m,W,Gold
1994,Lillehammer,Skating,Speed skating,GER,5000m,W,Silver
1994,Lillehammer,Skating,Speed skating,GER,500m,W,Bronze
1994,Lillehammer,Skiing,Alpine Skiing,GER,downhill,W,Gold
1994,Lillehammer,Skiing,Alpine Skiing,GER,giant slalom,M,Gold
1994,Lillehammer,Skiing,Alpine Skiing,GER,giant slalom,W,Silver
1994,Lillehammer,Skiing,Alpine Skiing,GER,super-G,M,Gold
1994,Lillehammer,Skiing,Ski Jumping,GER,K120 individual (90m),M,Gold
1994,Lillehammer,Skiing,Ski Jumping,GER,K120 team (90m),M,Gold
1994,Lillehammer,Skiing,Ski Jumping,GER,K90 individual (70m),M,Bronze
1994,Lillehammer,Bobsleigh,Bobsleigh,ITA,two-man,M,Bronze
1994,Lillehammer,Luge,Luge,ITA,doubles,X,Gold
1994,Lillehammer,Luge,Luge,ITA,doubles,X,Silver
1994,Lillehammer,Luge,Luge,ITA,singles,M,Bronze
1994,Lillehammer,Luge,Luge,ITA,singles,W,Gold
1994,Lillehammer,Skating,Short Track S.,ITA,5000m relay,M,Gold
1994,Lillehammer,Skating,Short Track S.,ITA,500m,M,Silver
1994,Lillehammer,Skiing,Alpine Skiing,ITA,downhill,W,Bronze
1994,Lillehammer,Skiing,Alpine Skiing,ITA,giant slalom,W,Gold
1994,Lillehammer,Skiing,Alpine Skiing,ITA,slalom,M,Silver
1994,Lillehammer,Skiing,Alpine Skiing,ITA,super-G,W,Bronze
1994,Lillehammer,Skiing,Cross Country S,ITA,10km pursuit,M,Bronze
1994,Lillehammer,Skiing,Cross Country S,ITA,15km mass start,W,Gold
1994,Lillehammer,Skiing,Cross Country S,ITA,30km,W,Gold
1994,Lillehammer,Skiing,Cross Country S,ITA,4x10km relay,M,Gold
1994,Lillehammer,Skiing,Cross Country S,ITA,4x5km relay,W,Bronze
1994,Lillehammer,Skiing,Cross Country S,ITA,5km,W,Silver
1994,Lillehammer,Skiing,Cross Country S,ITA,Combined 10km + 15km pursuit,M,Bronze
1994,Lillehammer,Skiing,Cross Country S,ITA,Combined 5km + 10km pursuit,W,Bronze
1994,Lillehammer,Skiing,Cross Country S,ITA,Combined 5km + 10km pursuit,W,Silver
1994,Lillehammer,Skating,Speed skating,JPN,5000m,W,Bronze
1994,Lillehammer,Skating,Speed skating,JPN,500m,M,Bronze
1994,Lillehammer,Skiing,Nordic Combined,JPN,individual,M,Silver
1994,Lillehammer,Skiing,Nordic Combined,JPN,Team,M,Gold
1994,Lillehammer,Skiing,Ski Jumping,JPN,K120 team (90m),M,Silver
1994,Lillehammer,Skiing,Cross Country S,KAZ,10km pursuit,M,Silver
1994,Lillehammer,Skiing,Cross Country S,KAZ,50km,M,Gold
1994,Lillehammer,Skiing,Cross Country S,KAZ,Combined 10km + 15km pursuit,M,Silver
1994,Lillehammer,Skating,Short Track S.,KOR,1000m,M,Gold
1994,Lillehammer,Skating,Short Track S.,KOR,1000m,M,Silver
1994,Lillehammer,Skating,Short Track S.,KOR,1000m,W,Bronze
1994,Lillehammer,Skating,Short Track S.,KOR,1000m,W,Gold
1994,Lillehammer,Skating,Short Track S.,KOR,3000m relay,W,Gold
1994,Lillehammer,Skating,Short Track S.,KOR,500m,M,Gold
1994,Lillehammer,Skating,Speed skating,NED,10000m,M,Bronze
1994,Lillehammer,Skating,Speed skating,NED,1500m,M,Bronze
1994,Lillehammer,Skating,Speed skating,NED,1500m,M,Silver
1994,Lillehammer,Skating,Speed skating,NED,5000m,M,Bronze
1994,Lillehammer,Skating,Speed skating,NOR,10000m,M,Gold
1994,Lillehammer,Skating,Speed skating,NOR,10000m,M,Silver
1994,Lillehammer,Skating,Speed skating,NOR,1500m,M,Gold
1994,Lillehammer,Skating,Speed skating,NOR,5000m,M,Gold
1994,Lillehammer,Skating,Speed skating,NOR,5000m,M,Silver
1994,Lillehammer,Skiing,Alpine Skiing,NOR,alpine combined,M,Bronze
1994,Lillehammer,Skiing,Alpine Skiing,NOR,alpine combined,M,Gold
1994,Lillehammer,Skiing,Alpine Skiing,NOR,alpine combined,M,Silver
1994,Lillehammer,Skiing,Alpine Skiing,NOR,downhill,M,Silver
1994,Lillehammer,Skiing,Alpine Skiing,NOR,super-G,M,Bronze
1994,Lillehammer,Skiing,Cross Country S,NOR,10km pursuit,M,Gold
1994,Lillehammer,Skiing,Cross Country S,NOR,30km,W,Silver
1994,Lillehammer,Skiing,Cross Country S,NOR,30km mass start,M,Gold
1994,Lillehammer,Skiing,Cross Country S,NOR,30km mass start,M,Silver
1994,Lillehammer,Skiing,Cross Country S,NOR,4x10km relay,M,Silver
1994,Lillehammer,Skiing,Cross Country S,NOR,4x5km relay,W,Silver
1994,Lillehammer,Skiing,Cross Country S,NOR,50km,M,Bronze
1994,Lillehammer,Skiing,Cross Country S,NOR,Combined 10km + 15km pursuit,M,Gold
1994,Lillehammer,Skiing,Freestyle Ski.,NOR,aerials,W,Bronze
1994,Lillehammer,Skiing,Freestyle Ski.,NOR,moguls,W,Gold
1994,Lillehammer,Skiing,Nordic Combined,NOR,individual,M,Bronze
1994,Lillehammer,Skiing,Nordic Combined,NOR,individual,M,Gold
1994,Lillehammer,Skiing,Nordic Combined,NOR,Team,M,Silver
1994,Lillehammer,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Silver
1994,Lillehammer,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Gold
1994,Lillehammer,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Silver
1994,Lillehammer,Biathlon,Biathlon,RUS,10km,M,Bronze
1994,Lillehammer,Biathlon,Biathlon,RUS,10km,M,Gold
1994,Lillehammer,Biathlon,Biathlon,RUS,20km,M,Gold
1994,Lillehammer,Biathlon,Biathlon,RUS,4x7.5km relay,M,Silver
1994,Lillehammer,Biathlon,Biathlon,RUS,4x7.5km relay,W,Gold
1994,Lillehammer,Skating,Figure skating,RUS,ice dancing,X,Gold
1994,Lillehammer,Skating,Figure skating,RUS,ice dancing,X,Silver
1994,Lillehammer,Skating,Figure skating,RUS,individual,M,Gold
1994,Lillehammer,Skating,Figure skating,RUS,pairs,X,Gold
1994,Lillehammer,Skating,Figure skating,RUS,pairs,X,Silver
1994,Lillehammer,Skating,Speed skating,RUS,1000m,M,Bronze
1994,Lillehammer,Skating,Speed skating,RUS,1500m,W,Silver
1994,Lillehammer,Skating,Speed skating,RUS,3000m,W,Gold
1994,Lillehammer,Skating,Speed skating,RUS,500m,M,Gold
1994,Lillehammer,Skating,Speed skating,RUS,500m,M,Silver
1994,Lillehammer,Skiing,Alpine Skiing,RUS,super-G,W,Silver
1994,Lillehammer,Skiing,Cross Country S,RUS,15km mass start,W,Bronze
1994,Lillehammer,Skiing,Cross Country S,RUS,15km mass start,W,Silver
1994,Lillehammer,Skiing,Cross Country S,RUS,4x5km relay,W,Gold
1994,Lillehammer,Skiing,Cross Country S,RUS,5km,W,Gold
1994,Lillehammer,Skiing,Cross Country S,RUS,Combined 5km + 10km pursuit,W,Gold
1994,Lillehammer,Skiing,Freestyle Ski.,RUS,moguls,M,Silver
1994,Lillehammer,Skiing,Freestyle Ski.,RUS,moguls,W,Bronze
1994,Lillehammer,Skiing,Alpine Skiing,SLO,alpine combined,W,Bronze
1994,Lillehammer,Skiing,Alpine Skiing,SLO,slalom,M,Bronze
1994,Lillehammer,Skiing,Alpine Skiing,SLO,slalom,W,Bronze
1994,Lillehammer,Bobsleigh,Bobsleigh,SUI,four-man,M,Silver
1994,Lillehammer,Bobsleigh,Bobsleigh,SUI,two-man,M,Gold
1994,Lillehammer,Bobsleigh,Bobsleigh,SUI,two-man,M,Silver
1994,Lillehammer,Skiing,Alpine Skiing,SUI,alpine combined,W,Silver
1994,Lillehammer,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver
1994,Lillehammer,Skiing,Alpine Skiing,SUI,giant slalom,W,Bronze
1994,Lillehammer,Skiing,Alpine Skiing,SUI,slalom,W,Gold
1994,Lillehammer,Skiing,Freestyle Ski.,SUI,aerials,M,Gold
1994,Lillehammer,Skiing,Nordic Combined,SUI,Team,M,Bronze
1994,Lillehammer,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Gold
1994,Lillehammer,Skiing,Alpine Skiing,SWE,alpine combined,W,Gold
1994,Lillehammer,Skiing,Freestyle Ski.,SWE,aerials,W,Silver
1994,Lillehammer,Biathlon,Biathlon,UKR,7.5km,W,Bronze
1994,Lillehammer,Skating,Figure skating,UKR,individual,W,Gold
1994,Lillehammer,Skating,Figure skating,USA,individual,W,Silver
1994,Lillehammer,Skating,Short Track S.,USA,3000m relay,W,Bronze
1994,Lillehammer,Skating,Short Track S.,USA,5000m relay,M,Silver
1994,Lillehammer,Skating,Short Track S.,USA,500m,W,Bronze
1994,Lillehammer,Skating,Short Track S.,USA,500m,W,Gold
1994,Lillehammer,Skating,Speed skating,USA,1000m,M,Gold
1994,Lillehammer,Skating,Speed skating,USA,1000m,W,Gold
1994,Lillehammer,Skating,Speed skating,USA,500m,W,Gold
1994,Lillehammer,Skiing,Alpine Skiing,USA,downhill,M,Gold
1994,Lillehammer,Skiing,Alpine Skiing,USA,downhill,W,Silver
1994,Lillehammer,Skiing,Alpine Skiing,USA,super-G,M,Silver
1994,Lillehammer,Skiing,Alpine Skiing,USA,super-G,W,Gold
1994,Lillehammer,Skiing,Freestyle Ski.,USA,moguls,W,Silver
1994,Lillehammer,Skiing,Freestyle Ski.,UZB,aerials,W,Gold
1998,Nagano,Skiing,Alpine Skiing,AUS,slalom,W,Bronze
1998,Nagano,Luge,Luge,AUT,singles,W,Bronze
1998,Nagano,Skiing,Alpine Skiing,AUT,alpine combined,M,Bronze
1998,Nagano,Skiing,Alpine Skiing,AUT,alpine combined,M,Gold
1998,Nagano,Skiing,Alpine Skiing,AUT,downhill,M,Bronze
1998,Nagano,Skiing,Alpine Skiing,AUT,giant slalom,M,Gold
1998,Nagano,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver
1998,Nagano,Skiing,Alpine Skiing,AUT,giant slalom,W,Silver
1998,Nagano,Skiing,Alpine Skiing,AUT,slalom,M,Bronze
1998,Nagano,Skiing,Alpine Skiing,AUT,super-G,M,Gold
1998,Nagano,Skiing,Alpine Skiing,AUT,super-G,M,Silver
1998,Nagano,Skiing,Alpine Skiing,AUT,super-G,W,Bronze
1998,Nagano,Skiing,Alpine Skiing,AUT,super-G,W,Silver
1998,Nagano,Skiing,Cross Country S,AUT,10km pursuit,M,Silver
1998,Nagano,Skiing,Cross Country S,AUT,50km,M,Bronze
1998,Nagano,Skiing,Ski Jumping,AUT,K120 team (90m),M,Bronze
1998,Nagano,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Bronze
1998,Nagano,Skiing,Snowboard,AUT,giant-slalom,W,Bronze
1998,Nagano,Skating,Speed skating,BEL,5000m,M,Bronze
1998,Nagano,Biathlon,Biathlon,BLR,20km,M,Bronze
1998,Nagano,Skiing,Freestyle Ski.,BLR,aerials,M,Bronze
1998,Nagano,Biathlon,Biathlon,BUL,15km,W,Gold
1998,Nagano,Bobsleigh,Bobsleigh,CAN,two-man,M,Gold
1998,Nagano,Curling,Curling,CAN,curling,M,Silver
1998,Nagano,Curling,Curling,CAN,curling,W,Gold
1998,Nagano,Ice Hockey,Ice Hockey,CAN,ice hockey,W,Silver
1998,Nagano,Skating,Figure skating,CAN,individual,M,Silver
1998,Nagano,Skating,Short Track S.,CAN,1000m,M,Bronze
1998,Nagano,Skating,Short Track S.,CAN,3000m relay,W,Bronze
1998,Nagano,Skating,Short Track S.,CAN,5000m relay,M,Gold
1998,Nagano,Skating,Short Track S.,CAN,500m,W,Gold
