Year,City,Sport,Discipline,NOC,Event,Gender,Medal
1972,Sapporo,Skiing,Cross Country S,NOR,4x10km relay,M,Silver
1972,Sapporo,Skiing,Cross Country S,NOR,50km,M,Gold
1972,Sapporo,Skiing,Cross Country S,NOR,50km,M,Silver
1972,Sapporo,Skiing,Ski Jumping,POL,K120 individual (90m),M,Gold
1972,Sapporo,Bobsleigh,Bobsleigh,SUI,four-man,M,Gold
1972,Sapporo,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze
1972,Sapporo,Skiing,Alpine Skiing,SUI,downhill,M,Gold
1972,Sapporo,Skiing,Alpine Skiing,SUI,downhill,M,Silver
1972,Sapporo,Skiing,Alpine Skiing,SUI,downhill,W,Gold
1972,Sapporo,Skiing,Alpine Skiing,SUI,giant slalom,M,Bronze
1972,Sapporo,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver
1972,Sapporo,Skiing,Alpine Skiing,SUI,giant slalom,W,Gold
1972,Sapporo,Skiing,Cross Country S,SUI,4x10km relay,M,Bronze
1972,Sapporo,Skiing,Ski Jumping,SUI,K120 individual (90m),M,Silver
1972,Sapporo,Biathlon,Biathlon,SWE,20km,M,Bronze
1972,Sapporo,Skating,Speed skating,SWE,1500m,M,Bronze
1972,Sapporo,Skating,Speed skating,SWE,500m,M,Silver
1972,Sapporo,Skiing,Cross Country S,SWE,15km,M,Gold
1972,Sapporo,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Bronze
1972,Sapporo,Skating,Figure skating,TCH,individual,M,Gold
1972,Sapporo,Skiing,Cross Country S,TCH,5km,W,Bronze
1972,Sapporo,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold
1972,Sapporo,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
1972,Sapporo,Skating,Figure skating,URS,individual,M,Silver
1972,Sapporo,Skating,Figure skating,URS,pairs,X,Gold
1972,Sapporo,Skating,Figure skating,URS,pairs,X,Silver
1972,Sapporo,Skating,Speed skating,URS,500m,M,Bronze
1972,Sapporo,Skating,Speed skating,URS,500m,W,Bronze
1972,Sapporo,Skating,Speed skating,URS,500m,W,Silver
1972,Sapporo,Skiing,Cross Country S,URS,10km,W,Gold
1972,Sapporo,Skiing,Cross Country S,URS,10km,W,Silver
1972,Sapporo,Skiing,Cross Country S,URS,15km,M,Silver
1972,Sapporo,Skiing,Cross Country S,URS,30km mass start,M,Gold
1972,Sapporo,Skiing,Cross Country S,URS,3x5km relay,W,Gold
1972,Sapporo,Skiing,Cross Country S,URS,4x10km relay,M,Gold
1972,Sapporo,Skiing,Cross Country S,URS,50km,M,Bronze
1972,Sapporo,Skiing,Cross Country S,URS,5km,W,Gold
1972,Sapporo,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver
1972,Sapporo,Skating,Figure skating,USA,individual,W,Bronze
1972,Sapporo,Skating,Speed skating,USA,1000m,W,Bronze
1972,Sapporo,Skating,Speed skating,USA,1500m,W,Gold
1972,Sapporo,Skating,Speed skating,USA,3000m,W,Silver
1972,Sapporo,Skating,Speed skating,USA,500m,W,Gold
1972,Sapporo,Skiing,Alpine Skiing,USA,downhill,W,Bronze
1972,Sapporo,Skiing,Alpine Skiing,USA,slalom,W,Gold
1976,Innsbruck,Luge,Luge,AUT,doubles,X,Bronze
1976,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,M,Gold
1976,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Silver
1976,Innsbruck,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Gold
1976,Innsbruck,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Silver
1976,Innsbruck,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Bronze
1976,Innsbruck,Skating,Figure skating,CAN,individual,M,Bronze
1976,Innsbruck,Skating,Speed skating,CAN,500m,W,Silver
1976,Innsbruck,Skiing,Alpine Skiing,CAN,giant slalom,W,Gold
1976,Innsbruck,Biathlon,Biathlon,FIN,20km,M,Silver
1976,Innsbruck,Biathlon,Biathlon,FIN,4x7.5km relay,M,Silver
1976,Innsbruck,Skiing,Cross Country S,FIN,10km,W,Silver
1976,Innsbruck,Skiing,Cross Country S,FIN,15km,M,Bronze
1976,Innsbruck,Skiing,Cross Country S,FIN,4x10km relay,M,Gold
1976,Innsbruck,Skiing,Cross Country S,FIN,4x5km relay,W,Silver
1976,Innsbruck,Skiing,Cross Country S,FIN,5km,W,Gold
1976,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,W,Bronze
1976,Innsbruck,Bobsleigh,Bobsleigh,FRG,four-man,M,Bronze
1976,Innsbruck,Bobsleigh,Bobsleigh,FRG,two-man,M,Silver
1976,Innsbruck,Ice Hockey,Ice Hockey,FRG,ice hockey,M,Bronze
1976,Innsbruck,Luge,Luge,FRG,doubles,X,Silver
1976,Innsbruck,Luge,Luge,FRG,singles,M,Silver
1976,Innsbruck,Luge,Luge,FRG,singles,W,Bronze
1976,Innsbruck,Skiing,Alpine Skiing,FRG,downhill,W,Gold
1976,Innsbruck,Skiing,Alpine Skiing,FRG,giant slalom,W,Silver
1976,Innsbruck,Skiing,Alpine Skiing,FRG,slalom,W,Gold
1976,Innsbruck,Skiing,Nordic Combined,FRG,individual,M,Silver
1976,Innsbruck,Skating,Figure skating,GBR,individual,M,Gold
1976,Innsbruck,Biathlon,Biathlon,GDR,4x7.5km relay,M,Bronze
1976,Innsbruck,Bobsleigh,Bobsleigh,GDR,four-man,M,Gold
1976,Innsbruck,Bobsleigh,Bobsleigh,GDR,two-man,M,Gold
1976,Innsbruck,Luge,Luge,GDR,doubles,X,Gold
1976,Innsbruck,Luge,Luge,GDR,singles,M,Bronze
1976,Innsbruck,Luge,Luge,GDR,singles,M,Gold
1976,Innsbruck,Luge,Luge,GDR,singles,W,Gold
1976,Innsbruck,Luge,Luge,GDR,singles,W,Silver
1976,Innsbruck,Skating,Figure skating,GDR,individual,W,Bronze
1976,Innsbruck,Skating,Figure skating,GDR,pairs,X,Bronze
1976,Innsbruck,Skating,Figure skating,GDR,pairs,X,Silver
1976,Innsbruck,Skating,Speed skating,GDR,3000m,W,Silver
1976,Innsbruck,Skiing,Cross Country S,GDR,4x5km relay,W,Bronze
1976,Innsbruck,Skiing,Cross Country S,GDR,50km,M,Silver
1976,Innsbruck,Skiing,Nordic Combined,GDR,individual,M,Bronze
1976,Innsbruck,Skiing,Nordic Combined,GDR,individual,M,Gold
1976,Innsbruck,Skiing,Ski Jumping,GDR,K120 individual (90m),M,Bronze
1976,Innsbruck,Skiing,Ski Jumping,GDR,K90 individual (70m),M,Gold
1976,Innsbruck,Skiing,Ski Jumping,GDR,K90 individual (70m),M,Silver
1976,Innsbruck,Skiing,Alpine Skiing,ITA,downhill,M,Bronze
1976,Innsbruck,Skiing,Alpine Skiing,ITA,slalom,M,Gold
1976,Innsbruck,Skiing,Alpine Skiing,ITA,slalom,M,Silver
1976,Innsbruck,Skiing,Alpine Skiing,ITA,slalom,W,Silver
1976,Innsbruck,Skiing,Alpine Skiing,LIE,slalom,M,Bronze
1976,Innsbruck,Skiing,Alpine Skiing,LIE,slalom,W,Bronze
1976,Innsbruck,Skating,Figure skating,NED,individual,W,Silver
1976,Innsbruck,Skating,Speed skating,NED,10000m,M,Bronze
1976,Innsbruck,Skating,Speed skating,NED,10000m,M,Gold
1976,Innsbruck,Skating,Speed skating,NED,1500m,M,Bronze
1976,Innsbruck,Skating,Speed skating,NED,5000m,M,Bronze
1976,Innsbruck,Skating,Speed skating,NED,5000m,M,Silver
1976,Innsbruck,Skating,Speed skating,NOR,10000m,M,Silver
1976,Innsbruck,Skating,Speed skating,NOR,1000m,M,Silver
1976,Innsbruck,Skating,Speed skating,NOR,1500m,M,Gold
1976,Innsbruck,Skating,Speed skating,NOR,3000m,W,Bronze
1976,Innsbruck,Skating,Speed skating,NOR,5000m,M,Gold
1976,Innsbruck,Skiing,Cross Country S,NOR,4x10km relay,M,Silver
1976,Innsbruck,Skiing,Cross Country S,NOR,50km,M,Gold
1976,Innsbruck,Bobsleigh,Bobsleigh,SUI,four-man,M,Silver
1976,Innsbruck,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze
1976,Innsbruck,Skiing,Alpine Skiing,SUI,downhill,M,Silver
1976,Innsbruck,Skiing,Alpine Skiing,SUI,giant slalom,M,Gold
1976,Innsbruck,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver
1976,Innsbruck,Skiing,Alpine Skiing,SWE,giant slalom,M,Bronze
1976,Innsbruck,Skiing,Cross Country S,SWE,50km,M,Bronze
1976,Innsbruck,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Silver
1976,Innsbruck,Biathlon,Biathlon,URS,20km,M,Bronze
1976,Innsbruck,Biathlon,Biathlon,URS,20km,M,Gold
1976,Innsbruck,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold
1976,Innsbruck,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
1976,Innsbruck,Skating,Figure skating,URS,ice dancing,X,Gold
1976,Innsbruck,Skating,Figure skating,URS,ice dancing,X,Silver
1976,Innsbruck,Skating,Figure skating,URS,individual,M,Silver
1976,Innsbruck,Skating,Figure skating,URS,pairs,X,Gold
1976,Innsbruck,Skating,Speed skating,URS,1000m,M,Bronze
1976,Innsbruck,Skating,Speed skating,URS,1000m,W,Gold
1976,Innsbruck,Skating,Speed skating,URS,1500m,M,Silver
1976,Innsbruck,Skating,Speed skating,URS,1500m,W,Bronze
1976,Innsbruck,Skating,Speed skating,URS,1500m,W,Gold
1976,Innsbruck,Skating,Speed skating,URS,3000m,W,Gold
1976,Innsbruck,Skating,Speed skating,URS,500m,M,Gold
1976,Innsbruck,Skating,Speed skating,URS,500m,M,Silver
1976,Innsbruck,Skating,Speed skating,URS,500m,W,Bronze
1976,Innsbruck,Skiing,Cross Country S,URS,10km,W,Bronze
1976,Innsbruck,Skiing,Cross Country S,URS,10km,W,Gold
1976,Innsbruck,Skiing,Cross Country S,URS,15km,M,Gold
1976,Innsbruck,Skiing,Cross Country S,URS,15km,M,Silver
1976,Innsbruck,Skiing,Cross Country S,URS,30km mass start,M,Bronze
1976,Innsbruck,Skiing,Cross Country S,URS,30km mass start,M,Gold
1976,Innsbruck,Skiing,Cross Country S,URS,4x10km relay,M,Bronze
1976,Innsbruck,Skiing,Cross Country S,URS,4x5km relay,W,Gold
1976,Innsbruck,Skiing,Cross Country S,URS,5km,W,Bronze
1976,Innsbruck,Skiing,Cross Country S,URS,5km,W,Silver
1976,Innsbruck,Skating,Figure skating,USA,ice dancing,X,Bronze
1976,Innsbruck,Skating,Figure skating,USA,individual,W,Gold
1976,Innsbruck,Skating,Speed skating,USA,1000m,M,Gold
1976,Innsbruck,Skating,Speed skating,USA,1000m,W,Bronze
1976,Innsbruck,Skating,Speed skating,USA,1000m,W,Silver
1976,Innsbruck,Skating,Speed skating,USA,1500m,W,Silver
1976,Innsbruck,Skating,Speed skating,USA,500m,M,Bronze
1976,Innsbruck,Skating,Speed skating,USA,500m,W,Gold
1976,Innsbruck,Skiing,Alpine Skiing,USA,downhill,W,Bronze
1976,Innsbruck,Skiing,Cross Country S,USA,30km mass start,M,Silver
