Year,City,Sport,Discipline,NOC,Event,Gender,Medal
2002,Salt Lake City,Skating,Short Track S.,CHN,5000m relay,M,Bronze
2002,Salt Lake City,Skating,Short Track S.,CHN,500m,W,Bronze
2002,Salt Lake City,Skating,Short Track S.,CHN,500m,W,Gold
2002,Salt Lake City,Skiing,Alpine Skiing,CRO,alpine combined,W,Gold
2002,Salt Lake City,Skiing,Alpine Skiing,CRO,giant slalom,W,Gold
2002,Salt Lake City,Skiing,Alpine Skiing,CRO,slalom,W,Gold
2002,Salt Lake City,Skiing,Alpine Skiing,CRO,super-G,W,Silver
2002,Salt Lake City,Skiing,Cross Country S,CZE,15km mass start,W,Silver
2002,Salt Lake City,Skiing,Cross Country S,CZE,5km pursuit,W,Silver
2002,Salt Lake City,Skiing,Freestyle Ski.,CZE,aerials,M,Gold
2002,Salt Lake City,Skiing,Cross Country S,EST,15km,M,Bronze
2002,Salt Lake City,Skiing,Cross Country S,EST,15km,M,Gold
2002,Salt Lake City,Skiing,Cross Country S,EST,50km,M,Silver
2002,Salt Lake City,Skiing,Freestyle Ski.,FIN,moguls,M,Gold
2002,Salt Lake City,Skiing,Nordic Combined,FIN,individual,M,Gold
2002,Salt Lake City,Skiing,Nordic Combined,FIN,individual,M,Silver
2002,Salt Lake City,Skiing,Nordic Combined,FIN,sprint,M,Gold
2002,Salt Lake City,Skiing,Nordic Combined,FIN,Team,M,Gold
2002,Salt Lake City,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Bronze
2002,Salt Lake City,Skiing,Ski Jumping,FIN,K120 team (90m),M,Silver
2002,Salt Lake City,Biathlon,Biathlon,FRA,12.5km pursuit,M,Silver
2002,Salt Lake City,Biathlon,Biathlon,FRA,4x7.5km relay,M,Bronze
2002,Salt Lake City,Skating,Figure skating,FRA,ice dancing,X,Gold
2002,Salt Lake City,Skiing,Alpine Skiing,FRA,downhill,W,Gold
2002,Salt Lake City,Skiing,Alpine Skiing,FRA,slalom,M,Gold
2002,Salt Lake City,Skiing,Alpine Skiing,FRA,slalom,M,Silver
2002,Salt Lake City,Skiing,Alpine Skiing,FRA,slalom,W,Silver
2002,Salt Lake City,Skiing,Freestyle Ski.,FRA,moguls,M,Bronze
2002,Salt Lake City,Skiing,Snowboard,FRA,Giant parallel slalom,W,Gold
2002,Salt Lake City,Skiing,Snowboard,FRA,Giant parallel slalom,W,Silver
2002,Salt Lake City,Skiing,Snowboard,FRA,Half-pipe,W,Silver
2002,Salt Lake City,Bobsleigh,Skeleton,GBR,individual,W,Bronze
2002,Salt Lake City,Curling,Curling,GBR,curling,W,Gold
2002,Salt Lake City,Biathlon,Biathlon,GER,10km,M,Silver
2002,Salt Lake City,Biathlon,Biathlon,GER,10km pursuit,W,Silver
2002,Salt Lake City,Biathlon,Biathlon,GER,12.5km pursuit,M,Bronze
2002,Salt Lake City,Biathlon,Biathlon,GER,15km,W,Gold
2002,Salt Lake City,Biathlon,Biathlon,GER,20km,M,Silver
2002,Salt Lake City,Biathlon,Biathlon,GER,4x7.5km relay,M,Silver
2002,Salt Lake City,Biathlon,Biathlon,GER,4x7.5km relay,W,Gold
2002,Salt Lake City,Biathlon,Biathlon,GER,7.5km,W,Gold
2002,Salt Lake City,Biathlon,Biathlon,GER,7.5km,W,Silver
2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,four-man,M,Gold
2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,two-man,M,Gold
2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,two-man,W,Bronze
2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,two-man,W,Silver
2002,Salt Lake City,Luge,Luge,GER,doubles,X,Gold
2002,Salt Lake City,Luge,Luge,GER,singles,M,Silver
2002,Salt Lake City,Luge,Luge,GER,singles,W,Bronze
2002,Salt Lake City,Luge,Luge,GER,singles,W,Gold
2002,Salt Lake City,Luge,Luge,GER,singles,W,Silver
2002,Salt Lake City,Skating,Speed skating,GER,1000m,W,Silver
2002,Salt Lake City,Skating,Speed skating,GER,1500m,W,Gold
2002,Salt Lake City,Skating,Speed skating,GER,1500m,W,Silver
2002,Salt Lake City,Skating,Speed skating,GER,3000m,W,Gold
2002,Salt Lake City,Skating,Speed skating,GER,5000m,M,Bronze
2002,Salt Lake City,Skating,Speed skating,GER,5000m,W,Gold
2002,Salt Lake City,Skating,Speed skating,GER,500m,W,Bronze
2002,Salt Lake City,Skating,Speed skating,GER,500m,W,Silver
2002,Salt Lake City,Skiing,Alpine Skiing,GER,alpine combined,W,Bronze
2002,Salt Lake City,Skiing,Cross Country S,GER,4x10km relay,M,Bronze
2002,Salt Lake City,Skiing,Cross Country S,GER,4x5km relay,W,Gold
2002,Salt Lake City,Skiing,Cross Country S,GER,5km pursuit,W,Bronze
2002,Salt Lake City,Skiing,Cross Country S,GER,"Sprint 1,5km",M,Silver
2002,Salt Lake City,Skiing,Cross Country S,GER,sprint 1.5km,W,Silver
2002,Salt Lake City,Skiing,Nordic Combined,GER,sprint,M,Silver
2002,Salt Lake City,Skiing,Nordic Combined,GER,Team,M,Silver
2002,Salt Lake City,Skiing,Ski Jumping,GER,K120 team (90m),M,Gold
2002,Salt Lake City,Skiing,Ski Jumping,GER,K90 individual (70m),M,Silver
2002,Salt Lake City,Luge,Luge,ITA,singles,M,Gold
2002,Salt Lake City,Skating,Figure skating,ITA,ice dancing,X,Bronze
2002,Salt Lake City,Skating,Short Track S.,ITA,5000m relay,M,Silver
2002,Salt Lake City,Skiing,Alpine Skiing,ITA,downhill,W,Silver
2002,Salt Lake City,Skiing,Alpine Skiing,ITA,super-G,W,Bronze
2002,Salt Lake City,Skiing,Alpine Skiing,ITA,super-G,W,Gold
2002,Salt Lake City,Skiing,Cross Country S,ITA,10km,W,Bronze
2002,Salt Lake City,Skiing,Cross Country S,ITA,15km mass start,W,Gold
2002,Salt Lake City,Skiing,Cross Country S,ITA,30km,W,Gold
2002,Salt Lake City,Skiing,Cross Country S,ITA,30km,W,Silver
2002,Salt Lake City,Skiing,Cross Country S,ITA,4x10km relay,M,Silver
2002,Salt Lake City,Skiing,Cross Country S,ITA,"Sprint 1,5km",M,Bronze
2002,Salt Lake City,Skiing,Snowboard,ITA,Giant parallel slalom,W,Bronze
2002,Salt Lake City,Skating,Speed skating,JPN,500m,M,Silver
2002,Salt Lake City,Skiing,Freestyle Ski.,JPN,moguls,W,Bronze
2002,Salt Lake City,Skating,Short Track S.,KOR,1000m,W,Silver
2002,Salt Lake City,Skating,Short Track S.,KOR,1500m,W,Gold
2002,Salt Lake City,Skating,Short Track S.,KOR,1500m,W,Silver
2002,Salt Lake City,Skating,Short Track S.,KOR,3000m relay,W,Gold
2002,Salt Lake City,Skating,Speed skating,NED,10000m,M,Gold
2002,Salt Lake City,Skating,Speed skating,NED,10000m,M,Silver
2002,Salt Lake City,Skating,Speed skating,NED,1000m,M,Gold
2002,Salt Lake City,Skating,Speed skating,NED,1000m,M,Silver
2002,Salt Lake City,Skating,Speed skating,NED,1500m,M,Silver
2002,Salt Lake City,Skating,Speed skating,NED,3000m,W,Silver
2002,Salt Lake City,Skating,Speed skating,NED,5000m,M,Gold
2002,Salt Lake City,Skating,Speed skating,NED,5000m,W,Silver
2002,Salt Lake City,Biathlon,Biathlon,NOR,10km,M,Gold
2002,Salt Lake City,Biathlon,Biathlon,NOR,12.5km pursuit,M,Gold
2002,Salt Lake City,Biathlon,Biathlon,NOR,15km,W,Silver
2002,Salt Lake City,Biathlon,Biathlon,NOR,20km,M,Gold
2002,Salt Lake City,Biathlon,Biathlon,NOR,4x7.5km relay,M,Gold
2002,Salt Lake City,Biathlon,Biathlon,NOR,4x7.5km relay,W,Silver
2002,Salt Lake City,Curling,Curling,NOR,curling,M,Gold
2002,Salt Lake City,Skating,Speed skating,NOR,10000m,M,Bronze
2002,Salt Lake City,Skating,Speed skating,NOR,1500m,M,Bronze
2002,Salt Lake City,Skiing,Alpine Skiing,NOR,alpine combined,M,Gold
2002,Salt Lake City,Skiing,Alpine Skiing,NOR,downhill,M,Silver
2002,Salt Lake City,Skiing,Alpine Skiing,NOR,giant slalom,M,Bronze
2002,Salt Lake City,Skiing,Alpine Skiing,NOR,super-G,M,Gold
2002,Salt Lake City,Skiing,Cross Country S,NOR,10km,W,Gold
2002,Salt Lake City,Skiing,Cross Country S,NOR,10km pursuit,M,Gold
2002,Salt Lake City,Skiing,Cross Country S,NOR,10km pursuit,M,Gold
2002,Salt Lake City,Skiing,Cross Country S,NOR,15km,M,Silver
2002,Salt Lake City,Skiing,Cross Country S,NOR,30km,W,Bronze
2002,Salt Lake City,Skiing,Cross Country S,NOR,30km mass start,M,Bronze
2002,Salt Lake City,Skiing,Cross Country S,NOR,4x10km relay,M,Gold
2002,Salt Lake City,Skiing,Cross Country S,NOR,4x5km relay,W,Silver
2002,Salt Lake City,Skiing,Cross Country S,NOR,50km,M,Bronze
2002,Salt Lake City,Skiing,Cross Country S,NOR,"Sprint 1,5km",M,Gold
2002,Salt Lake City,Skiing,Cross Country S,NOR,sprint 1.5km,W,Bronze
2002,Salt Lake City,Skiing,Freestyle Ski.,NOR,moguls,W,Gold
2002,Salt Lake City,Skiing,Ski Jumping,POL,K120 individual (90m),M,Silver
2002,Salt Lake City,Skiing,Ski Jumping,POL,K90 individual (70m),M,Bronze
2002,Salt Lake City,Biathlon,Biathlon,RUS,10km pursuit,W,Gold
2002,Salt Lake City,Biathlon,Biathlon,RUS,20km,M,Bronze
2002,Salt Lake City,Biathlon,Biathlon,RUS,4x7.5km relay,W,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,RUS,ice hockey,M,Bronze
2002,Salt Lake City,Skating,Figure skating,RUS,ice dancing,X,Silver
2002,Salt Lake City,Skating,Figure skating,RUS,individual,M,Gold
2002,Salt Lake City,Skating,Figure skating,RUS,individual,M,Silver
2002,Salt Lake City,Skating,Figure skating,RUS,individual,W,Silver
2002,Salt Lake City,Skating,Figure skating,RUS,pairs,X,Gold
2002,Salt Lake City,Skiing,Cross Country S,RUS,10km,W,Silver
2002,Salt Lake City,Skiing,Cross Country S,RUS,15km mass start,W,Bronze
2002,Salt Lake City,Skiing,Cross Country S,RUS,50km,M,Gold
2002,Salt Lake City,Skiing,Cross Country S,RUS,sprint 1.5km,W,Gold
2002,Salt Lake City,Skiing,Ski Jumping,SLO,K120 team (90m),M,Bronze
2002,Salt Lake City,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze
2002,Salt Lake City,Bobsleigh,Bobsleigh,SUI,two-man,M,Silver
2002,Salt Lake City,Bobsleigh,Skeleton,SUI,individual,M,Bronze
2002,Salt Lake City,Curling,Curling,SUI,curling,M,Bronze
2002,Salt Lake City,Curling,Curling,SUI,curling,W,Silver
2002,Salt Lake City,Skiing,Alpine Skiing,SUI,giant slalom,W,Bronze
2002,Salt Lake City,Skiing,Cross Country S,SUI,4x5km relay,W,Bronze
2002,Salt Lake City,Skiing,Ski Jumping,SUI,K120 individual (90m),M,Gold
2002,Salt Lake City,Skiing,Ski Jumping,SUI,K90 individual (70m),M,Gold
2002,Salt Lake City,Skiing,Snowboard,SUI,Giant parallel slalom,M,Gold
2002,Salt Lake City,Skiing,Snowboard,SUI,Half-pipe,W,Bronze
2002,Salt Lake City,Biathlon,Biathlon,SWE,15km,W,Bronze
2002,Salt Lake City,Biathlon,Biathlon,SWE,7.5km,W,Bronze
2002,Salt Lake City,Ice Hockey,Ice Hockey,SWE,ice hockey,W,Bronze
2002,Salt Lake City,Skiing,Alpine Skiing,SWE,giant slalom,W,Silver
2002,Salt Lake City,Skiing,Alpine Skiing,SWE,slalom,W,Bronze
2002,Salt Lake City,Skiing,Cross Country S,SWE,10km pursuit,M,Bronze
2002,Salt Lake City,Skiing,Snowboard,SWE,Giant parallel slalom,M,Silver
2002,Salt Lake City,Bobsleigh,Bobsleigh,USA,four-man,M,Bronze
2002,Salt Lake City,Bobsleigh,Bobsleigh,USA,four-man,M,Silver
2002,Salt Lake City,Bobsleigh,Bobsleigh,USA,two-man,W,Gold
2002,Salt Lake City,Bobsleigh,Skeleton,USA,individual,M,Gold
2002,Salt Lake City,Bobsleigh,Skeleton,USA,individual,W,Gold
2002,Salt Lake City,Bobsleigh,Skeleton,USA,individual,W,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver
2002,Salt Lake City,Ice Hockey,Ice Hockey,USA,ice hockey,W,Silver
2002,Salt Lake City,Luge,Luge,USA,doubles,X,Bronze
2002,Salt Lake City,Luge,Luge,USA,doubles,X,Silver
2002,Salt Lake City,Skating,Figure skating,USA,individual,M,Bronze
2002,Salt Lake City,Skating,Figure skating,USA,individual,W,Bronze
2002,Salt Lake City,Skating,Figure skating,USA,individual,W,Gold
2002,Salt Lake City,Skating,Short Track S.,USA,1000m,M,Silver
2002,Salt Lake City,Skating,Short Track S.,USA,1500m,M,Gold
2002,Salt Lake City,Skating,Short Track S.,USA,500m,M,Bronze
2002,Salt Lake City,Skating,Speed skating,USA,1000m,M,Bronze
2002,Salt Lake City,Skating,Speed skating,USA,1000m,W,Bronze
2002,Salt Lake City,Skating,Speed skating,USA,1000m,W,Gold
2002,Salt Lake City,Skating,Speed skating,USA,1500m,M,Gold
2002,Salt Lake City,Skating,Speed skating,USA,1500m,W,Bronze
2002,Salt Lake City,Skating,Speed skating,USA,5000m,M,Silver
2002,Salt Lake City,Skating,Speed skating,USA,500m,M,Bronze
2002,Salt Lake City,Skating,Speed skating,USA,500m,M,Gold
2002,Salt Lake City,Skiing,Alpine Skiing,USA,alpine combined,M,Silver
2002,Salt Lake City,Skiing,Alpine Skiing,USA,giant slalom,M,Silver
2002,Salt Lake City,Skiing,Freestyle Ski.,USA,aerials,M,Silver
2002,Salt Lake City,Skiing,Freestyle Ski.,USA,moguls,M,Silver
2002,Salt Lake City,Skiing,Freestyle Ski.,USA,moguls,W,Silver
2002,Salt Lake City,Skiing,Snowboard,USA,Giant parallel slalom,M,Bronze
2002,Salt Lake City,Skiing,Snowboard,USA,Half-pipe,M,Bronze
2002,Salt Lake City,Skiing,Snowboard,USA,Half-pipe,M,Gold
2002,Salt Lake City,Skiing,Snowboard,USA,Half-pipe,M,Silver
2002,Salt Lake City,Skiing,Snowboard,USA,Half-pipe,W,Gold
2006,Turin,Skiing,Freestyle Ski.,AUS,aerials,W,Bronze
2006,Turin,Skiing,Freestyle Ski.,AUS,moguls,M,Gold
2006,Turin,Luge,Luge,AUT,doubles,X,Gold
2006,Turin,Skiing,Alpine Skiing,AUT,Alpine combined,M,Bronze
2006,Turin,Skiing,Alpine Skiing,AUT,Alpine combined,W,Silver
2006,Turin,Skiing,Alpine Skiing,AUT,downhill,M,Silver
2006,Turin,Skiing,Alpine Skiing,AUT,downhill,W,Gold
2006,Turin,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze
2006,Turin,Skiing,Alpine Skiing,AUT,giant slalom,M,Gold
2006,Turin,Skiing,Alpine Skiing,AUT,slalom,M,Bronze
2006,Turin,Skiing,Alpine Skiing,AUT,slalom,M,Gold
2006,Turin,Skiing,Alpine Skiing,AUT,slalom,M,Silver
2006,Turin,Skiing,Alpine Skiing,AUT,slalom,W,Bronze
2006,Turin,Skiing,Alpine Skiing,AUT,slalom,W,Silver
2006,Turin,Skiing,Alpine Skiing,AUT,super-G,M,Silver
2006,Turin,Skiing,Alpine Skiing,AUT,super-G,W,Bronze
2006,Turin,Skiing,Alpine Skiing,AUT,super-G,W,Gold
2006,Turin,Skiing,Cross Country S,AUT,50km,M,Bronze
2006,Turin,Skiing,Nordic Combined,AUT,Individual,M,Silver
2006,Turin,Skiing,Nordic Combined,AUT,Individual sprint,M,Gold
2006,Turin,Skiing,Nordic Combined,AUT,Team,M,Gold
2006,Turin,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Gold
2006,Turin,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Silver
2006,Turin,Skiing,Ski Jumping,AUT,K120 team (90m),M,Gold
2006,Turin,Skiing,Snowboard,AUT,Giant parallel slalom,M,Bronze
2006,Turin,Skiing,Freestyle Ski.,BLR,aerials,M,Silver
2006,Turin,Skating,Short Track S.,BUL,500m,W,Silver
2006,Turin,Bobsleigh,Bobsleigh,CAN,two-man,M,Silver
2006,Turin,Bobsleigh,Skeleton,CAN,individual,M,Gold
2006,Turin,Bobsleigh,Skeleton,CAN,individual,M,Silver
2006,Turin,Bobsleigh,Skeleton,CAN,individual,W,Bronze
2006,Turin,Curling,Curling,CAN,curling,M,Gold
2006,Turin,Curling,Curling,CAN,curling,W,Bronze
2006,Turin,Ice Hockey,Ice Hockey,CAN,ice hockey,W,Gold
2006,Turin,Skating,Figure skating,CAN,individual,M,Bronze
2006,Turin,Skating,Short Track S.,CAN,3000m relay,W,Silver
2006,Turin,Skating,Short Track S.,CAN,5000m relay,M,Silver
2006,Turin,Skating,Short Track S.,CAN,500m,M,Silver
2006,Turin,Skating,Short Track S.,CAN,500m,W,Bronze
2006,Turin,Skating,Speed skating,CAN,1000m,W,Silver
2006,Turin,Skating,Speed skating,CAN,1500m,W,Gold
2006,Turin,Skating,Speed skating,CAN,1500m,W,Silver
2006,Turin,Skating,Speed skating,CAN,3000m,W,Bronze
2006,Turin,Skating,Speed skating,CAN,5000m,W,Bronze
2006,Turin,Skating,Speed skating,CAN,5000m,W,Gold
2006,Turin,Skating,Speed skating,CAN,Team pursuit,M,Silver
2006,Turin,Skating,Speed skating,CAN,Team pursuit,W,Silver
2006,Turin,Skiing,Cross Country S,CAN,sprint 1.5km,W,Gold
2006,Turin,Skiing,Cross Country S,CAN,Team sprint,W,Silver
2006,Turin,Skiing,Freestyle Ski.,CAN,moguls,W,Gold
2006,Turin,Skiing,Snowboard,CAN,Snowboard Cross,W,Bronze
2006,Turin,Skating,Figure skating,CHN,pairs,X,Bronze
2006,Turin,Skating,Figure skating,CHN,pairs,X,Silver
2006,Turin,Skating,Short Track S.,CHN,1000m,W,Bronze
2006,Turin,Skating,Short Track S.,CHN,1000m,W,Silver
2006,Turin,Skating,Short Track S.,CHN,1500m,M,Bronze
2006,Turin,Skating,Short Track S.,CHN,1500m,W,Bronze
2006,Turin,Skating,Short Track S.,CHN,500m,W,Gold
2006,Turin,Skating,Speed skating,CHN,500m,W,Bronze
2006,Turin,Skating,Speed skating,CHN,500m,W,Silver
2006,Turin,Skiing,Freestyle Ski.,CHN,aerials,M,Gold
2006,Turin,Skiing,Freestyle Ski.,CHN,aerials,W,Silver
2006,Turin,Skiing,Alpine Skiing,CRO,Alpine combined,M,Silver
2006,Turin,Skiing,Alpine Skiing,CRO,Alpine combined,W,Gold
2006,Turin,Skiing,Alpine Skiing,CRO,super-G,W,Silver
2006,Turin,Ice Hockey,Ice Hockey,CZE,ice hockey,M,Bronze
2006,Turin,Skiing,Cross Country S,CZE,15km,M,Silver
2006,Turin,Skiing,Cross Country S,CZE,30km,W,Gold
2006,Turin,Skiing,Cross Country S,CZE,Combined 7.5 + 7.5km mass start,W,Silver
2006,Turin,Skiing,Cross Country S,EST,10km,W,Gold
2006,Turin,Skiing,Cross Country S,EST,15km,M,Gold
2006,Turin,Skiing,Cross Country S,EST,Combined 7.5 + 7.5km mass start,W,Gold
2006,Turin,Curling,Curling,FIN,curling,M,Silver
2006,Turin,Ice Hockey,Ice Hockey,FIN,ice hockey,M,Silver
2006,Turin,Skiing,Alpine Skiing,FIN,giant slalom,W,Silver
2006,Turin,Skiing,Cross Country S,FIN,Team sprint,W,Bronze
2006,Turin,Skiing,Freestyle Ski.,FIN,moguls,M,Silver
2006,Turin,Skiing,Nordic Combined,FIN,Team,M,Bronze
2006,Turin,Skiing,Ski Jumping,FIN,K120 team (90m),M,Silver
2006,Turin,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Silver
2006,Turin,Skiing,Snowboard,FIN,Half-pipe,M,Bronze
2006,Turin,Biathlon,Biathlon,FRA,12.5km pursuit,M,Gold
2006,Turin,Biathlon,Biathlon,FRA,4x6km relay,W,Bronze
2006,Turin,Biathlon,Biathlon,FRA,4x7.5km relay,M,Bronze
2006,Turin,Biathlon,Biathlon,FRA,7.5km,W,Gold
2006,Turin,Skiing,Alpine Skiing,FRA,downhill,M,Gold
2006,Turin,Skiing,Alpine Skiing,FRA,giant slalom,M,Silver
2006,Turin,Skiing,Cross Country S,FRA,"Sprint 1,5km",M,Silver
2006,Turin,Skiing,Freestyle Ski.,FRA,moguls,W,Bronze
2006,Turin,Skiing,Snowboard,FRA,Snowboard Cross,M,Bronze
2006,Turin,Bobsleigh,Skeleton,GBR,individual,W,Silver
2006,Turin,Biathlon,Biathlon,GER,10km,M,Gold
2006,Turin,Biathlon,Biathlon,GER,10km pursuit,W,Gold
2006,Turin,Biathlon,Biathlon,GER,10km pursuit,W,Silver
2006,Turin,Biathlon,Biathlon,GER,"12,5km mass start",W,Bronze
2006,Turin,Biathlon,Biathlon,GER,"12,5km mass start",W,Silver
2006,Turin,Biathlon,Biathlon,GER,12.5km pursuit,M,Bronze
2006,Turin,Biathlon,Biathlon,GER,15km,W,Silver
2006,Turin,Biathlon,Biathlon,GER,15km mass start,M,Gold
2006,Turin,Biathlon,Biathlon,GER,20km,M,Gold
2006,Turin,Biathlon,Biathlon,GER,4x6km relay,W,Silver
2006,Turin,Biathlon,Biathlon,GER,4x7.5km relay,M,Gold
2006,Turin,Bobsleigh,Bobsleigh,GER,four-man,M,Gold
2006,Turin,Bobsleigh,Bobsleigh,GER,two-man,M,Gold
2006,Turin,Bobsleigh,Bobsleigh,GER,two-man,W,Gold
2006,Turin,Luge,Luge,GER,doubles,X,Silver
2006,Turin,Luge,Luge,GER,singles,W,Bronze
2006,Turin,Luge,Luge,GER,singles,W,Gold
2006,Turin,Luge,Luge,GER,singles,W,Silver
2006,Turin,Skating,Speed skating,GER,1000m,W,Bronze
2006,Turin,Skating,Speed skating,GER,5000m,W,Silver
2006,Turin,Skating,Speed skating,GER,Team pursuit,W,Gold
2006,Turin,Skiing,Cross Country S,GER,15km,M,Bronze
2006,Turin,Skiing,Cross Country S,GER,4x10km relay,M,Silver
2006,Turin,Skiing,Cross Country S,GER,4x5km relay,W,Silver
2006,Turin,Skiing,Cross Country S,GER,sprint 1.5km,W,Silver
2006,Turin,Skiing,Nordic Combined,GER,Individual,M,Gold
2006,Turin,Skiing,Nordic Combined,GER,Individual sprint,M,Bronze
2006,Turin,Skiing,Nordic Combined,GER,Team,M,Silver
2006,Turin,Skiing,Snowboard,GER,Giant parallel slalom,W,Silver
2006,Turin,Bobsleigh,Bobsleigh,ITA,two-man,W,Bronze
2006,Turin,Luge,Luge,ITA,doubles,X,Bronze
2006,Turin,Luge,Luge,ITA,singles,M,Gold
2006,Turin,Skating,Short Track S.,ITA,3000m relay,W,Bronze
2006,Turin,Skating,Speed skating,ITA,1500m,M,Gold
2006,Turin,Skating,Speed skating,ITA,5000m,M,Bronze
2006,Turin,Skating,Speed skating,ITA,Team pursuit,M,Gold
2006,Turin,Skiing,Cross Country S,ITA,4x10km relay,M,Gold
2006,Turin,Skiing,Cross Country S,ITA,4x5km relay,W,Bronze
2006,Turin,Skiing,Cross Country S,ITA,50km,M,Gold
2006,Turin,Skiing,Cross Country S,ITA,Combined 15 + 15km mass start,M,Bronze
2006,Turin,Skating,Figure skating,JPN,individual,W,Gold
2006,Turin,Skating,Short Track S.,KOR,1000m,M,Gold
2006,Turin,Skating,Short Track S.,KOR,1000m,M,Silver
2006,Turin,Skating,Short Track S.,KOR,1000m,W,Gold
2006,Turin,Skating,Short Track S.,KOR,1500m,M,Gold
2006,Turin,Skating,Short Track S.,KOR,1500m,M,Silver
2006,Turin,Skating,Short Track S.,KOR,1500m,W,Gold
2006,Turin,Skating,Short Track S.,KOR,1500m,W,Silver
2006,Turin,Skating,Short Track S.,KOR,3000m relay,W,Gold
2006,Turin,Skating,Short Track S.,KOR,5000m relay,M,Gold
2006,Turin,Skating,Short Track S.,KOR,500m,M,Bronze
2006,Turin,Skating,Speed skating,KOR,500m,M,Bronze
2006,Turin,Luge,Luge,LAT,singles,M,Bronze
2006,Turin,Skating,Speed skating,NED,10000m,M,Bronze
2006,Turin,Skating,Speed skating,NED,10000m,M,Gold
2006,Turin,Skating,Speed skating,NED,1000m,M,Bronze
